sample number,cpu_time,runtime,k,fluxQ1,fluxQ2,fluxQ3,fluxQ4,k_uncert,flux_runcertQ1,flux_runcertQ2,flux_runcertQ3,flux_runcertQ4,fissQ1,fissQ2,fissQ3,fissQ4,fissEQ1,fissEQ2,fissEQ3,fissEQ4,fiss_runcertQ1,fiss_runcertQ2,fiss_runcertQ3,fiss_runcertQ4,fissE_runcertQ1,fissE_runcertQ2,fissE_runcertQ3,fissE_runcertQ4,theta1,theta2,theta3,theta4,theta5,theta6,theta7,theta8
sample_00224,1.86E+03,9.31E+01,0.994714,2.51E+19,2.55E+19,2.59E+19,2.66E+19,0.00025,0.00152,0.00152,0.00159,0.00165,8.49E+16,8.49E+16,8.48E+16,8.47E+16,2750450,2751110,2748430,2744880,0.00082,0.00085,0.00084,0.00083,0.00082,0.00085,0.00084,0.00083,2.60968239,4.11449403,6.16468514,3.26168436,3.79228042,2.16502348,5.18323366,5.29789715
sample_00225,1.84E+03,9.27E+01,0.981741,2.52E+19,2.58E+19,2.62E+19,2.51E+19,0.00024,0.00154,0.0015,0.00156,0.00151,8.48E+16,8.48E+16,8.50E+16,8.49E+16,2747350,2748370,2753440,2752890,0.0008,0.00081,0.0008,0.00079,0.0008,0.00081,0.0008,0.00079,2.34548775,4.00659825,4.64544998,2.02069669,1.31483419,4.3664206,1.88254472,2.66636965
sample_00226,1.85E+03,9.31E+01,0.985814,2.51E+19,2.60E+19,2.61E+19,2.54E+19,0.00024,0.00171,0.00174,0.00176,0.00171,8.48E+16,8.49E+16,8.49E+16,8.48E+16,2748050,2750820,2750190,2748410,0.00075,0.0008,0.00077,0.0008,0.00075,0.0008,0.00077,0.0008,4.09946098,3.12962483,5.95043098,2.61489587,4.40965703,5.92924604,1.48076921,0.841414172
sample_00227,1.84E+03,9.33E+01,0.97696,2.55E+19,2.55E+19,2.58E+19,2.60E+19,0.00024,0.00126,0.00122,0.0012,0.00121,8.49E+16,8.48E+16,8.47E+16,8.50E+16,2751080,2748090,2746740,2753440,0.00079,0.00079,0.00082,0.00078,0.00079,0.00079,0.00082,0.00078,3.67794024,5.243768,6.09495421,5.32726545,5.10305016,0.861969128,6.23054169,3.46395385
sample_00228,1.86E+03,9.36E+01,0.98662,2.50E+19,2.55E+19,2.67E+19,2.57E+19,0.00024,0.00131,0.00129,0.00132,0.00136,8.49E+16,8.48E+16,8.49E+16,8.48E+16,2750330,2748930,2751130,2748800,0.00074,0.00076,0.00082,0.00077,0.00074,0.00076,0.00082,0.00077,3.93271919,4.99917726,5.21034093,4.00992931,4.10114772,5.21202916,5.87117053,2.68310836
sample_00229,1.85E+03,9.31E+01,0.979331,2.66E+19,2.62E+19,2.60E+19,2.59E+19,0.00025,0.00143,0.00139,0.00133,0.00135,8.49E+16,8.49E+16,8.48E+16,8.49E+16,2750330,2750050,2749790,2750830,0.00083,0.00079,0.00075,0.00075,0.00083,0.00079,0.00075,0.00075,6.2810555,4.84022107,5.34237682,4.03303167,0.398487598,2.3012675,1.70041011,2.36971916
sample_00230,1.86E+03,9.36E+01,0.989843,2.57E+19,2.68E+19,2.54E+19,2.52E+19,0.00025,0.00128,0.00132,0.00132,0.00131,8.49E+16,8.49E+16,8.48E+16,8.49E+16,2752480,2750930,2749600,2751460,0.00076,0.00076,0.00081,0.00083,0.00076,0.00076,0.00081,0.00083,1.27935518,4.59541892,2.8420557,3.08381034,0.184500162,2.45341592,4.06522404,2.84589173
sample_00231,1.87E+03,9.46E+01,0.992256,2.60E+19,2.58E+19,2.51E+19,2.63E+19,0.00024,0.00139,0.00137,0.00134,0.00142,8.48E+16,8.49E+16,8.49E+16,8.49E+16,2746990,2752140,2753150,2750120,0.00081,0.00078,0.00079,0.0008,0.00081,0.00078,0.00079,0.0008,2.14646076,1.05105821,3.99280828,2.87001731,6.11804416,0.039611138,5.02829271,0.90392023
sample_00232,1.93E+03,9.61E+01,0.994973,2.63E+19,2.65E+19,2.47E+19,2.48E+19,0.00024,0.00153,0.00151,0.00145,0.00149,8.50E+16,8.49E+16,8.48E+16,8.48E+16,2754220,2751180,2747780,2747160,0.00078,0.00079,0.00081,0.00075,0.00078,0.00079,0.00081,0.00075,1.1903233,0.67692875,1.49771159,3.00150873,0.23180146,1.71954837,3.75505416,2.61020186
sample_00233,1.93E+03,9.59E+01,0.995325,2.56E+19,2.64E+19,2.61E+19,2.55E+19,0.00024,0.00147,0.00147,0.00144,0.0014,8.48E+16,8.48E+16,8.50E+16,8.48E+16,2748310,2747480,2753410,2749350,0.00083,0.00082,0.0008,0.00085,0.00083,0.00082,0.0008,0.00085,4.10195675,0.550113375,1.20048158,2.00523184,4.22918969,2.63172366,4.44610336,3.84912446
sample_00234,1.93E+03,9.59E+01,0.9933,2.47E+19,2.61E+19,2.61E+19,2.54E+19,0.00023,0.00163,0.00171,0.00161,0.0016,8.49E+16,8.49E+16,8.48E+16,8.49E+16,2750050,2751040,2748430,2750820,0.00081,0.00082,0.00081,0.00077,0.00081,0.00082,0.00081,0.00077,3.64958955,3.49362865,1.33872192,2.29828991,1.91137944,3.87288286,5.76502837,3.87399958
sample_00235,1.91E+03,9.62E+01,0.981646,2.66E+19,2.57E+19,2.54E+19,2.59E+19,0.00024,0.00144,0.00147,0.00145,0.00144,8.49E+16,8.48E+16,8.48E+16,8.49E+16,2752110,2748150,2749240,2751520,0.0008,0.00077,0.00083,0.00078,0.0008,0.00076,0.00083,0.00078,0.444390682,5.34846013,0.676226013,5.97027904,1.26947397,0.526209322,3.04011623,4.23279237
sample_00236,1.88E+03,9.40E+01,0.985086,2.54E+19,2.68E+19,2.59E+19,2.50E+19,0.00024,0.00141,0.00138,0.00136,0.00138,8.49E+16,8.47E+16,8.49E+16,8.49E+16,2751390,2746700,2750340,2750310,0.00079,0.00082,0.00079,0.00078,0.00079,0.00082,0.00079,0.00078,4.28004793,2.94201747,0.937820958,2.48625361,5.73950359,4.97083655,2.35517139,3.03350677
sample_00237,1.88E+03,9.44E+01,0.987367,2.53E+19,2.61E+19,2.59E+19,2.52E+19,0.00025,0.00133,0.00133,0.00127,0.00128,8.48E+16,8.49E+16,8.49E+16,8.49E+16,2748580,2751100,2750390,2751770,0.00078,0.0008,0.00078,0.00083,0.00078,0.0008,0.00078,0.00083,5.26440894,3.44020175,0.62966137,1.92335709,3.46880125,1.69300253,0.727037505,3.47045946
sample_00238,1.89E+03,9.41E+01,0.993618,2.53E+19,2.48E+19,2.53E+19,2.66E+19,0.00024,0.00134,0.00135,0.00136,0.00138,8.49E+16,8.48E+16,8.50E+16,8.49E+16,2751910,2747660,2754330,2750090,0.0008,0.00081,0.00083,0.00079,0.0008,0.00081,0.00083,0.00078,3.0006761,0.38580625,4.99003507,4.09971472,0.142081181,4.27507238,5.35736571,5.74746386
sample_00239,1.88E+03,9.44E+01,0.990341,2.58E+19,2.49E+19,2.62E+19,2.56E+19,0.00025,0.00154,0.00149,0.00149,0.0015,8.48E+16,8.48E+16,8.47E+16,8.48E+16,2748790,2749890,2745450,2749870,0.0008,0.00076,0.00076,0.00079,0.0008,0.00076,0.00076,0.00079,0.744129498,2.74531257,5.46012151,4.84832632,2.221439,4.10572931,1.04082716,4.30949648
sample_00240,1.90E+03,9.49E+01,0.992896,2.49E+19,2.50E+19,2.61E+19,2.54E+19,0.00025,0.00127,0.00122,0.0013,0.0013,8.48E+16,8.49E+16,8.48E+16,8.48E+16,2748980,2752690,2746800,2747650,0.00081,0.00084,0.00084,0.00082,0.00081,0.00084,0.00084,0.00082,4.24406615,2.1322826,1.51842794,6.12762621,4.3117257,4.09682515,1.1621003,5.77925755
sample_00241,1.87E+03,9.40E+01,0.975975,2.59E+19,2.57E+19,2.56E+19,2.60E+19,0.00024,0.00145,0.00141,0.00141,0.00145,8.49E+16,8.48E+16,8.50E+16,8.46E+16,2750900,2748230,2754210,2743470,0.00084,0.00079,0.00085,0.00082,0.00084,0.00079,0.00085,0.00082,4.85688588,3.04738098,4.55208366,0.66105217,0.431940444,0.710194822,0.345124424,1.88286871
sample_00242,1.90E+03,9.48E+01,0.989896,2.53E+19,2.67E+19,2.52E+19,2.59E+19,0.00024,0.0016,0.00169,0.0016,0.00159,8.49E+16,8.47E+16,8.50E+16,8.48E+16,2750590,2746230,2753800,2748750,0.00082,0.00084,0.00079,0.00079,0.00082,0.00084,0.00079,0.00079,3.55644699,4.98718579,2.65033327,2.89661746,0.854016248,0.669601673,4.77154022,1.16873048
sample_00243,1.90E+03,9.53E+01,0.99883,2.58E+19,2.61E+19,2.54E+19,2.48E+19,0.00023,0.00126,0.00128,0.00134,0.00128,8.48E+16,8.48E+16,8.48E+16,8.49E+16,2749630,2748950,2749950,2751300,0.00077,0.00078,0.00079,0.00086,0.00077,0.00078,0.00079,0.00086,0.783625562,6.27019454,1.72824302,3.799036,2.65336843,3.00432096,3.49726136,3.75841903
sample_00244,1.86E+03,9.44E+01,0.988669,2.59E+19,2.61E+19,2.61E+19,2.57E+19,0.00024,0.00119,0.00124,0.00119,0.00121,8.50E+16,8.48E+16,8.49E+16,8.48E+16,2753970,2749880,2750240,2749300,0.00079,0.0008,0.0008,0.00085,0.00079,0.0008,0.0008,0.00085,2.63934436,0.24441094,4.33481307,2.50399868,1.27982827,3.56568531,0.386496038,3.70404824
sample_00245,1.87E+03,9.47E+01,0.987854,2.66E+19,2.57E+19,2.48E+19,2.57E+19,0.00025,0.00149,0.00145,0.00152,0.00149,8.49E+16,8.49E+16,8.48E+16,8.47E+16,2752200,2751080,2748440,2746290,0.00076,0.00075,0.00083,0.0008,0.00076,0.00075,0.00083,0.0008,0.256809246,2.35084799,2.99532558,4.95023425,0.594805073,0.24880047,3.43549283,0.891093816
sample_00246,1.86E+03,9.40E+01,0.982347,2.60E+19,2.64E+19,2.60E+19,2.56E+19,0.00025,0.00138,0.0014,0.00141,0.0014,8.47E+16,8.49E+16,8.47E+16,8.48E+16,2745180,2752970,2744730,2749800,0.00078,0.00076,0.00082,0.00083,0.00078,0.00076,0.00082,0.00083,1.64134557,4.56610406,2.2648085,5.35214914,5.55382509,2.76625289,2.88262944,2.10741937
sample_00247,1.87E+03,9.40E+01,0.991332,2.58E+19,2.52E+19,2.50E+19,2.66E+19,0.00026,0.00169,0.00174,0.00178,0.0017,8.49E+16,8.48E+16,8.48E+16,8.50E+16,2750740,2747910,2747080,2754680,0.0008,0.00078,0.00076,0.00082,0.0008,0.00078,0.00076,0.00082,2.52571941,1.65900953,2.98881613,5.39728421,0.145489914,6.18825073,4.72065659,5.53076977
sample_00248,1.86E+03,9.40E+01,0.98405,2.55E+19,2.52E+19,2.63E+19,2.55E+19,0.00024,0.00139,0.00138,0.00144,0.00139,8.48E+16,8.49E+16,8.47E+16,8.49E+16,2748670,2752000,2746350,2750330,0.00081,0.00078,0.00078,0.00078,0.00081,0.00078,0.00078,0.00078,2.80032404,0.452745844,4.92638822,5.00709292,1.94580437,4.5381312,0.576223266,2.73578962
sample_00249,1.89E+03,9.55E+01,0.995133,2.53E+19,2.65E+19,2.54E+19,2.51E+19,0.00024,0.0015,0.00155,0.00154,0.00149,8.48E+16,8.49E+16,8.48E+16,8.48E+16,2749530,2750160,2749930,2748380,0.00077,0.00079,0.00083,0.00081,0.00077,0.00079,0.00083,0.00081,3.46947409,0.259626779,1.39122645,2.91081315,4.3989816,1.78671349,1.802543,5.75319968
sample_00250,1.87E+03,9.36E+01,0.987558,2.54E+19,2.54E+19,2.58E+19,2.70E+19,0.00025,0.00148,0.00149,0.00148,0.00146,8.48E+16,8.47E+16,8.49E+16,8.48E+16,2748910,2746300,2750390,2749290,0.00081,0.00079,0.0008,0.00077,0.00081,0.00079,0.0008,0.00077,2.37815618,4.10572935,0.224743976,0.905167494,2.02744129,6.2560627,5.37788217,0.62170862
sample_00251,1.88E+03,9.47E+01,0.98607,2.55E+19,2.55E+19,2.52E+19,2.49E+19,0.00025,0.00158,0.00157,0.00159,0.00157,8.48E+16,8.47E+16,8.48E+16,8.49E+16,2749320,2746710,2747980,2751500,0.00076,0.00082,0.00078,0.0008,0.00076,0.00082,0.00078,0.0008,0.892937515,4.97309126,3.72633762,3.76088149,0.075603235,3.35839207,2.19207986,3.7868889
sample_00252,1.88E+03,9.46E+01,0.993853,2.51E+19,2.53E+19,2.57E+19,2.60E+19,0.00024,0.00136,0.00138,0.00144,0.00142,8.48E+16,8.49E+16,8.49E+16,8.47E+16,2749710,2750010,2752230,2745810,0.00076,0.00079,0.00077,0.00083,0.00076,0.00079,0.00077,0.00083,5.98241045,3.78250291,4.63285473,2.02202774,3.29390881,6.26701483,4.93063026,0.960781551
sample_00253,1.89E+03,9.46E+01,0.996423,2.63E+19,2.51E+19,2.48E+19,2.63E+19,0.00024,0.00108,0.00106,0.00107,0.00107,8.48E+16,8.49E+16,8.48E+16,8.48E+16,2747900,2751060,2748180,2749140,0.00079,0.00075,0.00077,0.00076,0.00079,0.00075,0.00077,0.00076,0.4497462,0.063380035,5.56715247,2.06711005,0.41061945,6.08522646,5.3082567,4.9907805
sample_00254,1.86E+03,9.45E+01,0.986525,2.56E+19,2.65E+19,2.55E+19,2.55E+19,0.00024,0.00129,0.00132,0.00131,0.00124,8.48E+16,8.48E+16,8.49E+16,8.49E+16,2749500,2748070,2752690,2750420,0.00081,0.00083,0.00078,0.00082,0.00081,0.00083,0.00078,0.00082,3.1138364,5.49378137,2.91352249,3.94231866,5.21355922,0.542920967,2.55810294,4.80572949
sample_00255,1.86E+03,9.37E+01,0.994772,2.49E+19,2.48E+19,2.63E+19,2.67E+19,0.00024,0.00146,0.00149,0.00147,0.00147,8.47E+16,8.49E+16,8.49E+16,8.48E+16,2746670,2751190,2750330,2747150,0.00077,0.0008,0.00078,0.00083,0.00077,0.0008,0.00078,0.00083,3.2027266,2.73448776,0.506796818,5.95848037,2.45611352,4.57144648,5.1602314,5.55713449
sample_00256,1.86E+03,9.36E+01,0.995706,2.51E+19,2.59E+19,2.67E+19,2.54E+19,0.00025,0.00129,0.00133,0.00129,0.00124,8.47E+16,8.48E+16,8.50E+16,8.49E+16,2746720,2747580,2753980,2751460,0.00075,0.00078,0.00078,0.00082,0.00075,0.00078,0.00078,0.00082,4.08158384,6.1732873,2.37488404,1.05112205,3.02939088,4.39672003,4.318265,1.83054241
sample_00257,1.86E+03,9.35E+01,0.994089,2.68E+19,2.57E+19,2.52E+19,2.56E+19,0.00024,0.0015,0.00152,0.00149,0.00146,8.48E+16,8.48E+16,8.48E+16,8.49E+16,2749660,2748310,2749400,2750480,0.00081,0.00081,0.00078,0.00078,0.00081,0.00081,0.00078,0.00078,0.735440254,0.696628918,4.8118425,2.4048609,1.9321144,0.238528113,1.34077533,0.376513534
sample_00258,1.86E+03,9.38E+01,0.991829,2.55E+19,2.59E+19,2.57E+19,2.57E+19,0.00024,0.00141,0.00143,0.00147,0.00143,8.48E+16,8.49E+16,8.48E+16,8.47E+16,2747700,2753150,2749260,2745700,0.00082,0.00079,0.00083,0.00075,0.00082,0.00079,0.00083,0.00075,0.713853441,4.11811225,2.6861141,4.48231567,2.57518801,5.75571626,5.95732752,1.679796
sample_00259,1.86E+03,9.42E+01,0.989911,2.57E+19,2.69E+19,2.53E+19,2.52E+19,0.00025,0.00152,0.00158,0.00149,0.0015,8.49E+16,8.48E+16,8.49E+16,8.49E+16,2750340,2748140,2751330,2751550,0.0008,0.00076,0.00079,0.00082,0.0008,0.00076,0.00079,0.00082,5.67094376,3.41657339,2.12870333,2.27822467,1.73388311,1.50339377,2.67648222,0.856092975
sample_00260,1.86E+03,9.41E+01,0.997184,2.52E+19,2.57E+19,2.57E+19,2.63E+19,0.00024,0.00152,0.00154,0.00152,0.00157,8.49E+16,8.48E+16,8.48E+16,8.48E+16,2750050,2749780,2747620,2748490,0.00079,0.00084,0.00077,0.00077,0.00079,0.00084,0.00077,0.00077,2.47355861,2.43785262,1.02541168,3.69006451,5.26832481,4.67870608,4.61721166,0.243242062
sample_00261,1.84E+03,9.26E+01,0.979486,2.56E+19,2.57E+19,2.66E+19,2.55E+19,0.00024,0.0013,0.00122,0.00126,0.00129,8.50E+16,8.48E+16,8.49E+16,8.47E+16,2753350,2748960,2752900,2745700,0.00081,0.0008,0.00078,0.00081,0.00081,0.0008,0.00078,0.00081,2.794849,2.47920765,6.12899564,5.27220367,4.19723968,5.62081736,1.66798732,2.41029915
sample_00262,1.85E+03,9.34E+01,0.987205,2.53E+19,2.58E+19,2.64E+19,2.53E+19,0.00025,0.00141,0.0014,0.00142,0.0014,8.49E+16,8.49E+16,8.50E+16,8.48E+16,2751520,2751480,2754050,2748430,0.00078,0.00078,0.00084,0.00077,0.00078,0.00078,0.00084,0.00077,5.31838061,4.96005176,1.49245951,0.780908621,2.0074486,3.79801501,3.73925019,2.60853819
sample_00263,1.86E+03,9.39E+01,0.99143,2.58E+19,2.58E+19,2.52E+19,2.50E+19,0.00024,0.00112,0.00117,0.00117,0.00112,8.50E+16,8.49E+16,8.49E+16,8.49E+16,2753380,2751300,2752400,2750570,0.00081,0.00077,0.00077,0.00081,0.00081,0.00077,0.00077,0.00081,4.84751313,1.29819899,2.0321978,1.15455987,5.28422036,2.68075471,1.37443779,0.960758086
sample_00264,1.85E+03,9.38E+01,0.99332,2.51E+19,2.47E+19,2.58E+19,2.60E+19,0.00025,0.00154,0.00158,0.00167,0.00161,8.48E+16,8.49E+16,8.48E+16,8.49E+16,2748620,2751110,2749300,2752780,0.00083,0.0008,0.00079,0.00076,0.00083,0.0008,0.00079,0.00076,3.94865408,1.2218491,0.323481075,5.03661886,2.059068,4.13563627,5.41083686,4.87657897
sample_00265,1.85E+03,9.48E+01,0.992642,2.62E+19,2.53E+19,2.50E+19,2.51E+19,0.00023,0.00126,0.0013,0.00128,0.00124,8.49E+16,8.49E+16,8.49E+16,8.49E+16,2750160,2752470,2752630,2752550,0.00077,0.00079,0.00077,0.00083,0.00077,0.00079,0.00077,0.00083,0.117429564,0.144472875,4.16120013,1.26542443,4.60611808,1.2977158,2.06810948,0.525794182
sample_00266,1.83E+03,9.23E+01,0.981581,2.58E+19,2.62E+19,2.61E+19,2.54E+19,0.00025,0.00142,0.00145,0.00142,0.00143,8.48E+16,8.48E+16,8.50E+16,8.49E+16,2749790,2748330,2753250,2752360,0.00079,0.00078,0.00081,0.00082,0.00079,0.00078,0.00081,0.00082,4.50589435,5.5491087,3.81067824,1.35148918,0.983110409,4.77597762,2.91539188,2.83093549
sample_00267,1.84E+03,9.39E+01,0.989025,2.58E+19,2.64E+19,2.54E+19,2.48E+19,0.00025,0.00156,0.00161,0.00154,0.0015,8.49E+16,8.50E+16,8.48E+16,8.49E+16,2752710,2753420,2747700,2750080,0.00077,0.00082,0.00077,0.00074,0.00077,0.00082,0.00077,0.00074,4.80582201,1.60269091,0.865932549,3.02670046,5.89742701,4.85622068,2.69333459,2.08454656
sample_00268,1.85E+03,9.38E+01,0.998508,2.57E+19,2.43E+19,2.51E+19,2.63E+19,0.00025,0.00135,0.00127,0.00131,0.0013,8.48E+16,8.49E+16,8.48E+16,8.49E+16,2747350,2752100,2747760,2751760,0.0008,0.00075,0.00077,0.0008,0.0008,0.00075,0.00077,0.0008,0.2966435,6.22000379,4.70706723,6.2112301,1.18104882,4.10340261,4.85480886,5.98916736
sample_00269,1.88E+03,9.49E+01,0.987742,2.56E+19,2.51E+19,2.61E+19,2.60E+19,0.00025,0.00165,0.00166,0.00168,0.00169,8.49E+16,8.50E+16,8.49E+16,8.48E+16,2750780,2753500,2750080,2748700,0.00081,0.00081,0.00077,0.00083,0.00081,0.00081,0.00077,0.00083,1.09789764,4.58477317,5.86703924,4.95816649,2.55374965,2.98780254,0.861753701,0.680758038
sample_00270,1.88E+03,9.48E+01,0.995392,2.57E+19,2.63E+19,2.55E+19,2.54E+19,0.00024,0.00147,0.0015,0.00154,0.00151,8.48E+16,8.49E+16,8.48E+16,8.48E+16,2747240,2753060,2749540,2747510,0.00075,0.00077,0.00079,0.00081,0.00075,0.00077,0.00079,0.00081,0.995732739,2.90940675,1.10130301,2.32316832,4.05901853,1.44611648,2.56637886,5.16942087
sample_00271,1.87E+03,9.49E+01,0.988746,2.50E+19,2.59E+19,2.65E+19,2.54E+19,0.00025,0.00146,0.00143,0.00149,0.00149,8.49E+16,8.49E+16,8.48E+16,8.48E+16,2752670,2751270,2747610,2747450,0.00078,0.00075,0.00076,0.00079,0.00078,0.00075,0.00076,0.00079,2.58727806,4.18609821,1.42044209,4.59889755,2.31491502,4.33386706,2.54072654,0.840601173
sample_00272,1.88E+03,9.44E+01,0.985509,2.63E+19,2.55E+19,2.59E+19,2.58E+19,0.00024,0.0015,0.00151,0.00155,0.00143,8.48E+16,8.49E+16,8.47E+16,8.49E+16,2749320,2752220,2746150,2752630,0.00074,0.00079,0.00079,0.0008,0.00074,0.00079,0.00079,0.0008,0.174797353,3.0364098,4.65576848,5.0744456,3.39702517,0.377271602,1.83313104,4.48666283
sample_00273,1.88E+03,9.47E+01,0.992112,2.54E+19,2.60E+19,2.59E+19,2.58E+19,0.00025,0.00145,0.00148,0.00148,0.00144,8.48E+16,8.49E+16,8.49E+16,8.49E+16,2749090,2752760,2750560,2751970,0.00078,0.00077,0.00081,0.00077,0.00078,0.00077,0.00081,0.00077,5.38796862,3.45206133,3.92966389,2.97487773,3.1086215,0.162576711,0.58788497,4.89182619
sample_00274,1.84E+03,9.25E+01,0.987319,2.62E+19,2.57E+19,2.54E+19,2.58E+19,0.00024,0.00155,0.00161,0.00162,0.00164,8.48E+16,8.49E+16,8.49E+16,8.48E+16,2748940,2752690,2751190,2748910,0.0008,0.00079,0.00083,0.00079,0.0008,0.00079,0.00083,0.00079,5.2595861,1.80756508,5.3212387,1.79779845,5.45930349,1.52714447,5.42077113,2.22176021
sample_00275,1.84E+03,9.31E+01,0.991076,2.70E+19,2.53E+19,2.55E+19,2.58E+19,0.00024,0.00136,0.00132,0.00128,0.00129,8.50E+16,8.47E+16,8.49E+16,8.49E+16,2753860,2745810,2751090,2750460,0.0008,0.00079,0.00079,0.00078,0.0008,0.00079,0.00079,0.00078,0.17971222,1.15905604,5.87940714,0.249613151,4.49790048,0.316039901,4.81837084,2.51045284
sample_00276,1.86E+03,9.42E+01,0.998748,2.49E+19,2.56E+19,2.63E+19,2.59E+19,0.00024,0.00121,0.00117,0.00123,0.00126,8.49E+16,8.48E+16,8.48E+16,8.49E+16,2752930,2748480,2748310,2750620,0.00075,0.00075,0.00079,0.00078,0.00075,0.00075,0.00079,0.00078,2.75886514,5.61364774,3.78940365,2.53483028,3.34903584,5.15427523,4.9405334,0.827654174
sample_00277,1.85E+03,9.29E+01,0.994897,2.62E+19,2.65E+19,2.59E+19,2.53E+19,0.00023,0.00118,0.00112,0.00121,0.00121,8.50E+16,8.49E+16,8.49E+16,8.48E+16,2756030,2750950,2750260,2749160,0.00082,0.00079,0.00081,0.00082,0.00082,0.00079,0.00081,0.00082,0.003452276,5.955223,2.19195837,4.09586073,1.53700948,4.20056001,0.93055257,3.30682958
sample_00278,1.84E+03,9.29E+01,0.993497,2.50E+19,2.58E+19,2.60E+19,2.53E+19,0.00025,0.00135,0.00142,0.00141,0.00136,8.49E+16,8.48E+16,8.49E+16,8.48E+16,2752990,2748370,2750210,2749880,0.00077,0.0008,0.00076,0.00078,0.00077,0.0008,0.00076,0.00078,5.2468365,4.28442688,1.54640282,4.25508933,4.40442481,4.87349994,1.60599802,5.58240515
sample_00279,1.92E+03,9.63E+01,0.982368,2.59E+19,2.62E+19,2.60E+19,2.57E+19,0.00025,0.00145,0.00148,0.00149,0.00146,8.49E+16,8.50E+16,8.48E+16,8.47E+16,2751290,2754450,2748300,2746190,0.00081,0.00081,0.00079,0.00082,0.00081,0.00081,0.00079,0.00082,5.40106616,4.77823252,2.72249246,5.82522122,4.52528928,1.59520413,1.09606023,1.60116695
sample_00280,1.92E+03,9.66E+01,0.982903,2.63E+19,2.59E+19,2.53E+19,2.53E+19,0.00024,0.00151,0.00152,0.00151,0.0015,8.48E+16,8.49E+16,8.48E+16,8.49E+16,2749020,2751130,2749120,2752040,0.00082,0.0008,0.0008,0.00083,0.00082,0.0008,0.0008,0.00083,2.08928612,0.817992559,4.46302999,3.57915407,1.54470737,0.392687443,1.58891359,1.70685224
sample_00281,1.93E+03,9.60E+01,0.99314,2.57E+19,2.50E+19,2.57E+19,2.61E+19,0.00026,0.00153,0.00153,0.00157,0.00155,8.48E+16,8.49E+16,8.49E+16,8.49E+16,2747580,2751580,2750120,2751720,0.00073,0.00079,0.00083,0.00082,0.00073,0.00079,0.00083,0.00082,5.7189766,2.43493673,5.77581329,0.755904978,3.53653055,2.1874643,5.50707868,4.59188117
sample_00282,1.93E+03,9.62E+01,0.994044,2.56E+19,2.53E+19,2.46E+19,2.50E+19,0.00023,0.00145,0.00147,0.00148,0.00145,8.49E+16,8.48E+16,8.49E+16,8.48E+16,2750430,2748270,2750070,2749210,0.0008,0.00079,0.00078,0.00079,0.0008,0.00079,0.00078,0.00079,6.15857081,6.16687494,0.421959668,2.44012876,2.38102579,1.11367174,1.37245421,5.61160049
sample_00283,1.93E+03,9.68E+01,0.992115,2.57E+19,2.58E+19,2.54E+19,2.62E+19,0.00023,0.0014,0.0014,0.00136,0.00139,8.48E+16,8.48E+16,8.50E+16,8.49E+16,2748370,2749340,2753440,2751450,0.00082,0.00079,0.00078,0.00078,0.00082,0.00079,0.00078,0.00078,0.079868363,4.23270401,3.36266994,4.00359972,5.20542738,0.099870353,6.22663128,0.546495963
sample_00284,2.57E+03,1.30E+02,0.985972,2.60E+19,2.60E+19,2.59E+19,2.51E+19,0.00024,0.00123,0.00122,0.00129,0.00125,8.50E+16,8.48E+16,8.48E+16,8.48E+16,2753420,2748610,2748910,2748200,0.00082,0.00085,0.0008,0.00082,0.00082,0.00085,0.0008,0.00082,4.99429086,1.9198769,4.12835903,1.8605706,1.86429624,5.30880259,1.69370967,2.35490199
sample_00285,2.58E+03,1.30E+02,0.992985,2.55E+19,2.53E+19,2.64E+19,2.59E+19,0.00023,0.00153,0.00153,0.00152,0.00151,8.48E+16,8.50E+16,8.49E+16,8.48E+16,2748350,2754170,2752690,2747540,0.00077,0.00081,0.00077,0.00081,0.00077,0.00081,0.00077,0.00081,0.329206184,4.59153137,5.34234316,4.18726432,4.25195621,3.50889163,0.524969972,4.34957314
sample_00286,2.58E+03,1.30E+02,0.994677,2.58E+19,2.57E+19,2.51E+19,2.50E+19,0.00025,0.00141,0.00142,0.00135,0.00132,8.48E+16,8.48E+16,8.46E+16,8.49E+16,2747060,2748680,2741450,2750710,0.00081,0.00076,0.00082,0.00076,0.00081,0.00076,0.00082,0.00076,5.66209202,1.60020116,0.694625847,2.45574884,1.3824243,3.11510855,5.59041501,2.83192239
sample_00287,2.58E+03,1.30E+02,0.987267,2.58E+19,2.58E+19,2.60E+19,2.55E+19,0.00025,0.00153,0.00155,0.00159,0.00158,8.49E+16,8.48E+16,8.49E+16,8.47E+16,2750110,2749380,2750860,2744290,0.00083,0.00078,0.00079,0.00079,0.00083,0.00078,0.00079,0.00079,4.18875859,0.403594278,1.01907287,4.74594232,5.32404113,3.54796159,0.149919232,2.46398808
sample_00288,2.58E+03,1.30E+02,0.998115,2.64E+19,2.65E+19,2.52E+19,2.52E+19,0.00024,0.00145,0.00151,0.00151,0.00144,8.48E+16,8.48E+16,8.48E+16,8.49E+16,2748780,2747870,2748090,2752100,0.00078,0.00074,0.00075,0.00083,0.00078,0.00074,0.00075,0.00083,1.12524662,1.12540522,1.74874461,2.06411625,5.12206079,1.83663196,0.68379862,1.44907631
